week,date,n_weeklyresid,year,uniqueinds,weeklyresid,weeklyreldev,MonthStart,GroupSize
26,30/06/2004,92,2004,36,-4.043114802,0.994498753,01/07/2004,16.01106215
27,07/07/2004,93,2004,35,-6.403503063,0.990286906,01/07/2004,16.01106215
28,14/07/2004,108,2004,35,-11.52009608,0.982736126,01/07/2004,16.01106215
29,21/07/2004,52,2004,25,-10.45468158,0.983528297,01/07/2004,16.01106215
30,28/07/2004,123,2004,38,-15.40406286,0.976598144,01/07/2004,16.01106215
31,04/08/2004,101,2004,36,-10.67381912,0.983407463,01/08/2004,16.47560905
32,11/08/2004,125,2004,38,-9.718786193,0.984681625,01/08/2004,16.47560905
33,18/08/2004,98,2004,31,-11.63250712,0.981687351,01/08/2004,16.47560905
34,25/08/2004,65,2004,29,-20.2735224,0.968623896,01/08/2004,16.47560905
35,01/09/2004,76,2004,27,-17.57209728,0.973388967,01/09/2004,15.62470267
36,08/09/2004,78,2004,29,-17.9376127,0.972055841,01/09/2004,15.62470267
37,15/09/2004,61,2004,24,-27.02774411,0.9596091,01/09/2004,15.62470267
38,22/09/2004,46,2004,24,-17.57232622,0.972848897,01/09/2004,15.62470267
39,29/09/2004,39,2004,21,9.005717562,1.011873317,01/09/2004,15.62470267
40,06/10/2004,39,2004,24,0.203688392,1.00003857,01/10/2004,14.13658807
41,13/10/2004,54,2004,23,6.410436905,1.00954279,01/10/2004,14.13658807
42,20/10/2004,63,2004,22,15.48994731,1.023043219,01/10/2004,14.13658807
43,27/10/2004,30,2004,15,31.92312521,1.045552606,01/10/2004,14.13658807
44,03/11/2004,41,2004,11,36.70154428,1.052520863,01/11/2004,12.90165243
45,10/11/2004,27,2004,12,15.49544097,1.022116815,01/11/2004,12.90165243
46,17/11/2004,24,2004,10,18.15089362,1.025428447,01/11/2004,12.90165243
47,24/11/2004,16,2004,8,31.37528074,1.047165274,01/11/2004,12.90165243
48,01/12/2004,8,2004,4,25.5151242,1.039247673,01/12/2004,12.93738066
49,08/12/2004,31,2004,10,9.661348947,1.01424817,01/12/2004,12.93738066
50,15/12/2004,35,2004,13,15.97661522,1.024536538,01/12/2004,12.93738066
51,22/12/2004,21,2004,12,6.44723802,1.009204556,01/12/2004,12.93738066
52,29/12/2004,34,2004,14,-12.06329776,0.980578556,01/12/2004,12.93738066
1,07/01/2005,30,2005,13,-28.39446651,0.957594544,01/01/2005,13.21313909
2,14/01/2005,16,2005,8,-24.64164742,0.961299673,01/01/2005,13.21313909
3,21/01/2005,18,2005,9,-1.533020384,0.996068487,01/01/2005,13.21313909
4,28/01/2005,11,2005,7,33.78683417,1.05000878,01/01/2005,13.21313909
5,04/02/2005,22,2005,13,26.99756002,1.038998198,01/02/2005,13.5059863
6,11/02/2005,39,2005,13,10.78701817,1.016599703,01/02/2005,13.5059863
7,18/02/2005,36,2005,14,-9.146969619,0.985416942,01/02/2005,13.5059863
8,25/02/2005,51,2005,19,-5.808343786,0.991353122,01/02/2005,13.5059863
9,04/03/2005,66,2005,24,-9.071908299,0.984462833,01/03/2005,14.64940783
10,11/03/2005,93,2005,32,-18.29178284,0.97066535,01/03/2005,14.64940783
11,18/03/2005,110,2005,37,-18.39596453,0.970292111,01/03/2005,14.64940783
12,25/03/2005,98,2005,35,-5.433028536,0.991479926,01/03/2005,14.64940783
13,01/04/2005,103,2005,36,-4.276998908,0.993878351,01/04/2005,16.36386244
14,08/04/2005,91,2005,37,-7.253661711,0.989041073,01/04/2005,16.36386244
15,15/04/2005,120,2005,34,3.6635332,1.006775194,01/04/2005,16.36386244
16,22/04/2005,76,2005,32,11.07686837,1.017543876,01/04/2005,16.36386244
17,29/04/2005,108,2005,37,10.70993535,1.018994395,01/04/2005,16.36386244
18,06/05/2005,115,2005,34,16.30082691,1.026927836,01/05/2005,16.47060057
19,13/05/2005,115,2005,39,13.23742194,1.021550861,01/05/2005,16.47060057
20,20/05/2005,122,2005,45,0.297739304,1.002096472,01/05/2005,16.47060057
21,27/05/2005,162,2005,45,5.631525009,1.010086403,01/05/2005,16.47060057
22,03/06/2005,160,2005,46,6.024885576,1.011959388,01/06/2005,16.0277164
23,10/06/2005,116,2005,39,14.23755076,1.023748367,01/06/2005,16.0277164
24,17/06/2005,103,2005,40,16.02745753,1.026203124,01/06/2005,16.0277164
25,24/06/2005,86,2005,36,4.49221364,1.009098665,01/06/2005,16.0277164
26,01/07/2005,110,2005,43,1.655707197,1.002183077,01/07/2005,15.03993193
27,08/07/2005,59,2005,30,-8.451592139,0.987670732,01/07/2005,15.03993193
28,15/07/2005,69,2005,31,-13.80501921,0.979067515,01/07/2005,15.03993193
29,22/07/2005,109,2005,45,-8.509322057,0.98697772,01/07/2005,15.03993193
30,29/07/2005,143,2005,44,-9.696464624,0.985815871,01/07/2005,15.03993193
31,05/08/2005,145,2005,46,-5.161082723,0.992328475,01/08/2005,15.94912933
32,12/08/2005,110,2005,43,-9.559105602,0.9855827,01/08/2005,15.94912933
33,19/08/2005,122,2005,42,-5.170702905,0.993132447,01/08/2005,15.94912933
34,26/08/2005,109,2005,43,-10.31216395,0.98482498,01/08/2005,15.94912933
35,02/09/2005,90,2005,41,-9.142182797,0.986538748,01/09/2005,15.85149099
36,09/09/2005,115,2005,43,-3.585928343,0.994585572,01/09/2005,15.85149099
37,16/09/2005,91,2005,41,-10.76520156,0.982654568,01/09/2005,15.85149099
38,23/09/2005,137,2005,45,-19.73697682,0.968565544,01/09/2005,15.85149099
39,30/09/2005,115,2005,46,-8.566266458,0.985688524,01/10/2005,16.41967271
40,07/10/2005,79,2005,43,4.307008413,1.006631175,01/10/2005,16.41967271
41,14/10/2005,123,2005,41,7.171157469,1.010869294,01/10/2005,16.41967271
42,21/10/2005,129,2005,47,9.542989625,1.015916217,01/10/2005,16.41967271
43,28/10/2005,132,2005,44,-1.056522871,0.998992511,01/10/2005,16.41967271
44,04/11/2005,114,2005,45,7.80581802,1.01236127,01/11/2005,16.0893046
45,11/11/2005,129,2005,43,22.41549373,1.033975582,01/11/2005,16.0893046
46,18/11/2005,98,2005,41,16.79047909,1.025603011,01/11/2005,16.0893046
47,25/11/2005,82,2005,39,4.664687735,1.007409732,01/11/2005,16.0893046
48,02/12/2005,54,2005,31,-3.976603516,0.992361716,01/12/2005,16.86262907
49,09/12/2005,160,2005,48,-12.89616024,0.978205941,01/12/2005,16.86262907
50,16/12/2005,163,2005,47,-31.08744552,0.94959213,01/12/2005,16.86262907
51,23/12/2005,161,2005,51,-38.33962801,0.937963596,01/12/2005,16.86262907
52,30/12/2005,82,2005,49,-47.9767615,0.924766734,01/12/2005,16.86262907
1,07/01/2006,110,2006,40,-13.82418632,0.977292126,01/01/2006,17.27114083
2,14/01/2006,85,2006,37,6.704463712,1.01028945,01/01/2006,17.27114083
3,21/01/2006,65,2006,31,16.45252078,1.026141683,01/01/2006,17.27114083
4,28/01/2006,68,2006,26,36.48356421,1.057861601,01/01/2006,17.27114083
5,04/02/2006,73,2006,27,60.70366612,1.09485169,01/02/2006,15.46210079
6,11/02/2006,56,2006,28,60.6374849,1.09788915,01/02/2006,15.46210079
7,18/02/2006,56,2006,27,51.58748772,1.082306125,01/02/2006,15.46210079
8,25/02/2006,42,2006,25,40.55621804,1.064578396,01/02/2006,15.46210079
9,04/03/2006,70,2006,33,32.15151819,1.05561772,01/03/2006,15.98705746
10,11/03/2006,74,2006,34,43.8153418,1.072251938,01/03/2006,15.98705746
11,18/03/2006,91,2006,35,24.73835326,1.042415011,01/03/2006,15.98705746
12,25/03/2006,95,2006,37,40.43072877,1.06723106,01/03/2006,15.98705746
13,01/04/2006,85,2006,35,45.93549331,1.074384088,01/04/2006,17.50106108
14,08/04/2006,69,2006,36,50.37966885,1.082393803,01/04/2006,17.50106108
15,15/04/2006,79,2006,39,36.73071398,1.059650635,01/04/2006,17.50106108
16,22/04/2006,72,2006,39,39.11730962,1.063680406,01/04/2006,17.50106108
17,29/04/2006,75,2006,42,42.94785442,1.070835975,01/04/2006,17.50106108
18,06/05/2006,85,2006,44,45.75677467,1.073727689,01/05/2006,18.01002875
19,13/05/2006,126,2006,51,33.72414958,1.05526304,01/05/2006,18.01002875
20,20/05/2006,49,2006,30,40.91972982,1.063596566,01/05/2006,18.01002875
21,27/05/2006,96,2006,51,15.25482036,1.024579919,01/05/2006,18.01002875
22,03/06/2006,80,2006,48,30.79558226,1.048148147,01/06/2006,18.59230769
23,10/06/2006,145,2006,52,28.73911151,1.045571949,01/06/2006,18.59230769
24,17/06/2006,73,2006,33,33.34984908,1.052923489,01/06/2006,18.59230769
25,24/06/2006,52,2006,34,23.56525205,1.036486559,01/06/2006,18.59230769
26,01/07/2006,112,2006,49,14.2448967,1.023379075,01/07/2006,17.93033302
27,08/07/2006,109,2006,51,27.60963504,1.044068927,01/07/2006,17.93033302
