week,date,year,uniqueinds,weeklyresid,weeklyreldev,n_weeklyresid,MonthStart,GroupSize,GroupSize_ExcPups
16,22/04/2009,2009,95,-8.67113006,0.986805386,304,01/04/2009,15.34526561,14.44199782
17,29/04/2009,2009,93,-0.935572698,0.99828456,275,01/04/2009,15.34526561,14.44199782
18,06/05/2009,2009,88,1.510649795,1.001883481,304,01/05/2009,16.37370206,14.82085383
19,13/05/2009,2009,90,-0.743052179,0.998623366,325,01/05/2009,16.37370206,14.82085383
20,20/05/2009,2009,94,-11.41941195,0.98258834,322,01/05/2009,16.37370206,14.82085383
21,27/05/2009,2009,93,-12.4573512,0.980888299,199,01/05/2009,16.37370206,14.82085383
22,03/06/2009,2009,94,-13.29091673,0.979445688,347,01/06/2009,16.04583691,15.39121432
23,10/06/2009,2009,90,-12.26968965,0.981098851,249,01/06/2009,16.04583691,15.39121432
24,17/06/2009,2009,94,-18.47117647,0.971617408,357,01/06/2009,16.04583691,15.39121432
25,24/06/2009,2009,88,-16.88243897,0.973535991,265,01/06/2009,16.04583691,15.39121432
26,01/07/2009,2009,86,-2.929456657,0.995305403,234,01/07/2009,16.44638877,16.30353162
27,08/07/2009,2009,83,3.917600786,1.00492107,234,01/07/2009,16.44638877,16.30353162
28,15/07/2009,2009,68,3.431270277,1.003412301,177,01/07/2009,16.44638877,16.30353162
29,22/07/2009,2009,67,2.8028535,1.003713077,201,01/07/2009,16.44638877,16.30353162
30,29/07/2009,2009,63,2.93003476,1.003793887,174,01/07/2009,16.44638877,16.30353162
31,05/08/2009,2009,70,2.472147134,1.003448506,186,01/08/2009,15.22629376,15.22629376
32,12/08/2009,2009,60,-3.59688937,0.994155853,194,01/08/2009,15.22629376,15.22629376
33,19/08/2009,2009,65,-12.21039961,0.981716616,170,01/08/2009,15.22629376,15.22629376
34,26/08/2009,2009,77,-17.869071,0.971797634,243,01/08/2009,15.22629376,15.22629376
35,02/09/2009,2009,73,-19.06610972,0.970691014,228,01/09/2009,14.96999516,14.70964014
36,09/09/2009,2009,70,-22.66556505,0.964813765,261,01/09/2009,14.96999516,14.70964014
37,16/09/2009,2009,75,-23.04392599,0.964780256,275,01/09/2009,14.96999516,14.70964014
38,23/09/2009,2009,92,-28.2109999,0.955643862,335,01/09/2009,14.96999516,14.70964014
39,30/09/2009,2009,90,-29.57993991,0.953556406,342,01/10/2009,16.10929458,14.1432526
40,07/10/2009,2009,74,-3.919536372,0.99268505,208,01/10/2009,16.10929458,14.1432526
41,14/10/2009,2009,78,11.47726238,1.015726927,213,01/10/2009,16.10929458,14.1432526
42,21/10/2009,2009,85,16.8539411,1.024558279,279,01/10/2009,16.10929458,14.1432526
43,28/10/2009,2009,78,20.75263808,1.029800461,260,01/10/2009,16.10929458,14.1432526
44,04/11/2009,2009,72,12.23484083,1.016118639,201,01/11/2009,16.20213361,13.08769068
45,11/11/2009,2009,87,22.05468686,1.031399444,297,01/11/2009,16.20213361,13.08769068
46,18/11/2009,2009,87,9.831240258,1.014510584,234,01/11/2009,16.20213361,13.08769068
47,25/11/2009,2009,78,9.466862471,1.014445148,217,01/11/2009,16.20213361,13.08769068
48,02/12/2009,2009,76,-6.792974046,0.988925873,154,01/12/2009,15.98093671,15.8898639
49,09/12/2009,2009,96,-18.65173133,0.969853237,293,01/12/2009,15.98093671,15.8898639
50,16/12/2009,2009,92,6.4954991,1.008660619,305,01/12/2009,15.98093671,15.8898639
51,23/12/2009,2009,99,12.78237993,1.01914699,307,01/12/2009,15.98093671,15.8898639
52,30/12/2009,2009,96,-0.19796081,0.999905041,224,01/12/2009,15.98093671,15.8898639
1,07/01/2010,2010,81,5.231294026,1.008045449,126,01/01/2010,19.90471993,16.54606967
2,14/01/2010,2010,90,10.802124,1.01748755,193,01/01/2010,19.90471993,16.54606967
3,21/01/2010,2010,99,17.45319245,1.027219952,281,01/01/2010,19.90471993,16.54606967
4,28/01/2010,2010,97,13.36790263,1.021707308,275,01/01/2010,19.90471993,16.54606967
5,04/02/2010,2010,118,21.76790864,1.034767887,338,01/02/2010,18.39835952,15.74940186
6,11/02/2010,2010,100,11.3757336,1.018541112,233,01/02/2010,18.39835952,15.74940186
7,18/02/2010,2010,106,4.105056788,1.008094159,240,01/02/2010,18.39835952,15.74940186
8,25/02/2010,2010,113,4.944629124,1.00893932,260,01/02/2010,18.39835952,15.74940186
9,04/03/2010,2010,93,5.579382621,1.010189082,186,01/03/2010,20.47567047,19.26712856
10,11/03/2010,2010,110,8.708904567,1.013691843,306,01/03/2010,20.47567047,19.26712856
11,18/03/2010,2010,117,-1.064372091,0.999727674,364,01/03/2010,20.47567047,19.26712856
12,25/03/2010,2010,108,0.637002545,1.001601776,251,01/03/2010,20.47567047,19.26712856
13,01/04/2010,2010,118,-0.423721576,1.000291456,287,01/04/2010,22.22839965,19.13510997
14,08/04/2010,2010,119,-0.900843101,0.999555662,281,01/04/2010,22.22839965,19.13510997
15,15/04/2010,2010,132,2.914251679,1.005480025,439,01/04/2010,22.22839965,19.13510997
16,22/04/2010,2010,133,9.177235936,1.015039666,445,01/04/2010,22.22839965,19.13510997
17,29/04/2010,2010,126,18.92333022,1.029451424,292,01/04/2010,22.22839965,19.13510997
18,06/05/2010,2010,127,19.24825738,1.029715266,348,01/05/2010,21.90872343,20.99138036
19,13/05/2010,2010,137,6.448231108,1.010272849,380,01/05/2010,21.90872343,20.99138036
20,20/05/2010,2010,137,20.51507921,1.031123958,453,01/05/2010,21.90872343,20.99138036
21,27/05/2010,2010,123,37.70987426,1.056175348,211,01/05/2010,21.90872343,20.99138036
22,03/06/2010,2010,127,36.27575403,1.054736962,448,01/06/2010,21.87353661,21.54020327
23,10/06/2010,2010,136,32.2964719,1.049212566,434,01/06/2010,21.87353661,21.54020327
24,17/06/2010,2010,136,23.35602924,1.035287325,440,01/06/2010,21.87353661,21.54020327
25,24/06/2010,2010,129,22.65175121,1.034013587,363,01/06/2010,21.87353661,21.54020327
26,01/07/2010,2010,128,16.91146323,1.025421844,356,01/07/2010,20.4558254,20.4558254
27,08/07/2010,2010,129,15.13552629,1.022642815,387,01/07/2010,20.4558254,20.4558254
28,15/07/2010,2010,125,11.9408285,1.018090981,356,01/07/2010,20.4558254,20.4558254
29,22/07/2010,2010,133,4.34319569,1.006939395,397,01/07/2010,20.4558254,20.4558254
30,29/07/2010,2010,124,5.629344967,1.008211995,345,01/07/2010,20.4558254,20.4558254
31,05/08/2010,2010,128,-1.948775901,0.997204446,348,01/08/2010,19.0970419,19.0970419
32,12/08/2010,2010,118,-8.128513174,0.987588643,262,01/08/2010,19.0970419,19.0970419
33,19/08/2010,2010,124,-11.90776384,0.981624057,324,01/08/2010,19.0970419,19.0970419
34,26/08/2010,2010,126,-17.9530623,0.973073418,363,01/08/2010,19.0970419,19.0970419
35,02/09/2010,2010,135,-21.13001812,0.96831372,356,01/09/2010,20.20052112,19.09282629
36,09/09/2010,2010,142,-32.74322631,0.951340368,421,01/09/2010,20.20052112,19.09282629
37,16/09/2010,2010,140,-33.41797906,0.950680433,342,01/09/2010,20.20052112,19.09282629
38,23/09/2010,2010,155,-41.80362229,0.937805589,335,01/09/2010,20.20052112,19.09282629
39,30/09/2010,2010,169,-45.54713601,0.93163802,440,01/10/2010,19.17493791,17.55544253
40,07/10/2010,2010,140,-49.83931049,0.925322296,396,01/10/2010,19.17493791,17.55544253
41,14/10/2010,2010,124,-15.61830536,0.976276313,345,01/10/2010,19.17493791,17.55544253
42,21/10/2010,2010,120,-5.515098586,0.990945302,348,01/10/2010,19.17493791,17.55544253
43,28/10/2010,2010,134,-7.417223734,0.988608535,355,01/10/2010,19.17493791,17.55544253
44,04/11/2010,2010,144,-32.90549355,0.950528998,429,01/11/2010,18.3235016,17.61601861
45,11/11/2010,2010,147,-49.6083571,0.926651314,417,01/11/2010,18.3235016,17.61601861
46,18/11/2010,2010,137,-53.76053096,0.920387167,357,01/11/2010,18.3235016,17.61601861
47,25/11/2010,2010,111,-20.0387364,0.970469303,256,01/11/2010,18.3235016,17.61601861
48,02/12/2010,2010,108,-12.52072277,0.980695914,220,01/12/2010,17.92045236,16.89947114
49,09/12/2010,2010,91,-12.84629355,0.980274737,160,01/12/2010,17.92045236,16.89947114
50,16/12/2010,2010,119,-25.36125602,0.960975721,311,01/12/2010,17.92045236,16.89947114
51,23/12/2010,2010,134,-13.98822866,0.978580518,386,01/12/2010,17.92045236,16.89947114
52,30/12/2010,2010,123,-20.10768838,0.968520366,276,01/12/2010,17.92045236,16.89947114
1,07/01/2011,2011,108,-0.943136034,0.997650252,214,01/01/2011,17.37315642,15.73697252
2,14/01/2011,2011,105,11.14862942,1.016242824,258,01/01/2011,17.37315642,15.73697252
3,21/01/2011,2011,126,21.52803427,1.031956312,345,01/01/2011,17.37315642,15.73697252
4,28/01/2011,2011,134,28.4676318,1.042311845,411,01/01/2011,17.37315642,15.73697252
5,04/02/2011,2011,124,33.34652707,1.049037842,386,01/02/2011,18.97873094,16.62622029
6,11/02/2011,2011,136,25.91043541,1.038396693,391,01/02/2011,18.97873094,16.62622029
7,18/02/2011,2011,148,27.54072718,1.041367146,478,01/02/2011,18.97873094,16.62622029
8,25/02/2011,2011,151,30.2605142,1.045909064,495,01/02/2011,18.97873094,16.62622029
9,04/03/2011,2011,157,27.79077963,1.042277325,547,01/03/2011,20.50767933,16.67205986
10,11/03/2011,2011,149,19.24751133,1.029849562,372,01/03/2011,20.50767933,16.67205986
11,18/03/2011,2011,163,11.51237,1.01807273,479,01/03/2011,20.50767933,16.67205986
12,25/03/2011,2011,158,15.09854573,1.023481929,477,01/03/2011,20.50767933,16.67205986
13,01/04/2011,2011,166,16.89802039,1.026104612,592,01/04/2011,21.70934306,19.80890307
14,08/04/2011,2011,158,18.91368552,1.029232485,593,01/04/2011,21.70934306,19.80890307
15,15/04/2011,2011,160,29.04173,1.044757314,617,01/04/2011,21.70934306,19.80890307
16,22/04/2011,2011,165,34.37828774,1.053061833,617,01/04/2011,21.70934306,19.80890307
17,29/04/2011,2011,163,42.57237811,1.065175464,646,01/04/2011,21.70934306,19.80890307
18,06/05/2011,2011,156,40.03800442,1.060909517,336,01/05/2011,21.44845808,20.63019424
19,13/05/2011,2011,170,48.79198816,1.074201103,671,01/05/2011,21.44845808,20.63019424
20,20/05/2011,2011,169,59.69113103,1.089989513,616,01/05/2011,21.44845808,20.63019424
21,27/05/2011,2011,169,50.67535695,1.075904403,556,01/05/2011,21.44845808,20.63019424
22,03/06/2011,2011,169,51.54856137,1.077254189,593,01/06/2011,20.14453719,19.21754251
23,10/06/2011,2011,160,40.56273397,1.059670161,428,01/06/2011,20.14453719,19.21754251
24,17/06/2011,2011,145,41.1723839,1.06269793,378,01/06/2011,20.14453719,19.21754251
25,24/06/2011,2011,147,57.54566022,1.087333836,454,01/06/2011,20.14453719,19.21754251
26,01/07/2011,2011,142,58.46541355,1.089526969,430,01/07/2011,17.70782065,17.42865399
27,08/07/2011,2011,144,53.70835589,1.081192653,392,01/07/2011,17.70782065,17.42865399
28,15/07/2011,2011,134,47.75929435,1.072139758,324,01/07/2011,17.70782065,17.42865399
29,22/07/2011,2011,135,48.68232086,1.072894484,410,01/07/2011,17.70782065,17.42865399
30,29/07/2011,2011,119,38.54737797,1.057108223,338,01/07/2011,17.70782065,17.42865399
31,05/08/2011,2011,96,40.74778155,1.061226453,301,01/08/2011,17.88082051,17.8468069
32,12/08/2011,2011,117,31.78150007,1.048190012,378,01/08/2011,17.88082051,17.8468069
33,19/08/2011,2011,115,23.42069554,1.034540792,371,01/08/2011,17.88082051,17.8468069
34,26/08/2011,2011,132,13.22262361,1.019250411,356,01/08/2011,17.88082051,17.8468069
35,02/09/2011,2011,134,13.60015944,1.019555134,456,01/09/2011,18.71723853,17.65582313
36,09/09/2011,2011,144,-3.453963113,0.994639923,488,01/09/2011,18.71723853,17.65582313
37,16/09/2011,2011,154,-18.54627828,0.973161137,500,01/09/2011,18.71723853,17.65582313
38,23/09/2011,2011,160,-24.98099659,0.96287488,599,01/09/2011,18.71723853,17.65582313
39,30/09/2011,2011,151,-36.40696722,0.946729276,496,01/10/2011,17.94313726,16.29447342
40,07/10/2011,2011,154,-38.05527195,0.943052542,586,01/10/2011,17.94313726,16.29447342
41,14/10/2011,2011,156,-48.3332687,0.927411245,564,01/10/2011,17.94313726,16.29447342
42,21/10/2011,2011,145,-23.45213054,0.964004674,495,01/10/2011,17.94313726,16.29447342
43,28/10/2011,2011,156,-12.49327241,0.980878354,582,01/10/2011,17.94313726,16.29447342
44,04/11/2011,2011,153,-30.48560172,0.953808687,521,01/11/2011,17.47794425,16.4916034
45,11/11/2011,2011,177,-49.98049117,0.924846514,570,01/11/2011,17.47794425,16.4916034
46,18/11/2011,2011,160,-67.07858861,0.900651834,355,01/11/2011,17.47794425,16.4916034
47,25/11/2011,2011,177,-80.08042801,0.881127294,577,01/11/2011,17.47794425,16.4916034
48,02/12/2011,2011,175,-78.84536904,0.883483292,405,01/12/2011,17.24312847,16.83794295
49,09/12/2011,2011,181,-60.0966096,0.909379299,575,01/12/2011,17.24312847,16.83794295
50,16/12/2011,2011,169,-36.82077665,0.944304341,493,01/12/2011,17.24312847,16.83794295
51,23/12/2011,2011,171,-12.24355639,0.981013073,432,01/12/2011,17.24312847,16.83794295
52,30/12/2011,2011,159,6.59646393,1.009800056,423,01/12/2011,17.24312847,16.83794295
1,07/01/2012,2012,158,22.49324771,1.034224585,399,01/01/2012,16.22931687,15.80420565
2,14/01/2012,2012,161,12.1758534,1.017898935,405,01/01/2012,16.22931687,15.80420565
3,21/01/2012,2012,166,2.53424942,1.003789662,399,01/01/2012,16.22931687,15.80420565
4,28/01/2012,2012,187,23.21252354,1.0362624,495,01/01/2012,16.22931687,15.80420565
5,04/02/2012,2012,192,12.32934538,1.019578906,516,01/02/2012,17.03729541,16.201008
6,11/02/2012,2012,192,22.15205062,1.035602696,595,01/02/2012,17.03729541,16.201008
7,18/02/2012,2012,193,18.49152087,1.030280491,470,01/02/2012,17.03729541,16.201008
8,25/02/2012,2012,191,17.35925641,1.028560822,500,01/02/2012,17.03729541,16.201008
9,03/03/2012,2012,212,6.278797926,1.011936215,614,01/03/2012,17.59392855,15.49800093
10,10/03/2012,2012,220,-13.01836851,0.982090061,578,01/03/2012,17.59392855,15.49800093
11,17/03/2012,2012,224,-24.46163723,0.964562823,663,01/03/2012,17.59392855,15.49800093
12,24/03/2012,2012,233,-20.50359434,0.970545918,742,01/03/2012,17.59392855,15.49800093
13,31/03/2012,2012,229,-19.76994251,0.972298601,654,01/04/2012,18.43420091,17.06398786
14,07/04/2012,2012,232,3.663368043,1.00744029,607,01/04/2012,18.43420091,17.06398786
15,14/04/2012,2012,204,5.231122512,1.009800242,433,01/04/2012,18.43420091,17.06398786
16,21/04/2012,2012,240,-0.036147318,1.001538068,742,01/04/2012,18.43420091,17.06398786
17,28/04/2012,2012,235,13.20013698,1.021890489,529,01/04/2012,18.43420091,17.06398786
18,05/05/2012,2012,247,27.80474997,1.043811046,604,01/05/2012,17.68260357,17.22036101
19,12/05/2012,2012,244,24.72377909,1.03889136,784,01/05/2012,17.68260357,17.22036101
20,19/05/2012,2012,246,15.1537801,1.024055222,762,01/05/2012,17.68260357,17.22036101
21,26/05/2012,2012,249,8.03312437,1.012972774,731,01/05/2012,17.68260357,17.22036101
22,02/06/2012,2012,232,4.901510133,1.007885576,675,01/06/2012,15.30981232,15.30981232
23,09/06/2012,2012,243,1.612940282,1.003533235,603,01/06/2012,15.30981232,15.30981232
24,16/06/2012,2012,228,-4.647834223,0.994525488,603,01/06/2012,15.30981232,15.30981232
25,23/06/2012,2012,236,-8.984711302,0.987144517,616,01/06/2012,15.30981232,15.30981232
26,30/06/2012,2012,242,5.07265604,1.008922868,680,01/07/2012,15.05660417,15.05660417
27,07/07/2012,2012,231,15.78345112,1.025272181,602,01/07/2012,15.05660417,15.05660417
28,14/07/2012,2012,214,8.406211168,1.01318884,520,01/07/2012,15.05660417,15.05660417
29,21/07/2012,2012,222,10.46952719,1.016767794,772,01/07/2012,15.05660417,15.05660417
30,28/07/2012,2012,223,15.58943046,1.024946508,739,01/07/2012,15.05660417,15.05660417
31,04/08/2012,2012,211,16.38930949,1.025982561,561,01/08/2012,14.90227809,14.90227809
32,11/08/2012,2012,212,7.391310402,1.012350677,644,01/08/2012,14.90227809,14.90227809
33,18/08/2012,2012,212,-2.07132654,0.998015321,515,01/08/2012,14.90227809,14.90227809
34,25/08/2012,2012,214,-8.026331188,0.988548859,563,01/08/2012,14.90227809,14.90227809
35,01/09/2012,2012,208,-10.79287468,0.98407619,551,01/09/2012,14.5262957,14.5262957
36,08/09/2012,2012,217,-15.47720512,0.976464961,696,01/09/2012,14.5262957,14.5262957
37,15/09/2012,2012,217,-15.29486762,0.97704249,680,01/09/2012,14.5262957,14.5262957
38,22/09/2012,2012,184,-17.04813207,0.974193319,511,01/09/2012,14.5262957,14.5262957
39,29/09/2012,2012,206,-22.03442503,0.966008193,477,01/09/2012,14.5262957,14.5262957
40,06/10/2012,2012,211,-27.35130587,0.958094157,558,01/10/2012,13.02154651,12.65168504
41,13/10/2012,2012,213,-19.05118083,0.970509381,579,01/10/2012,13.02154651,12.65168504
42,20/10/2012,2012,166,36.82994032,1.058345419,281,01/10/2012,13.02154651,12.65168504
43,27/10/2012,2012,163,55.32812521,1.087982563,382,01/10/2012,13.02154651,12.65168504
44,03/11/2012,2012,173,42.56755725,1.067835962,525,01/11/2012,13.55330399,12.27253379
45,10/11/2012,2012,169,17.75430633,1.028524977,505,01/11/2012,13.55330399,12.27253379
46,17/11/2012,2012,170,-5.493476402,0.99201119,415,01/11/2012,13.55330399,12.27253379
47,24/11/2012,2012,169,-21.88718888,0.966610671,428,01/11/2012,13.55330399,12.27253379
48,01/12/2012,2012,168,-30.66635529,0.95298153,510,01/12/2012,13.16928866,12.39590139
49,08/12/2012,2012,175,-26.94949075,0.958256579,580,01/12/2012,13.16928866,12.39590139
50,15/12/2012,2012,163,-12.26583894,0.981016845,519,01/12/2012,13.16928866,12.39590139
51,22/12/2012,2012,166,-18.12535528,0.972600934,488,01/12/2012,13.16928866,12.39590139
52,29/12/2012,2012,159,-17.62072416,0.97276222,478,01/12/2012,13.16928866,12.39590139
1,07/01/2013,2013,139,-11.47485469,0.982746938,425,01/01/2013,12.27334875,11.98719907
2,14/01/2013,2013,148,-10.41660471,0.983849937,404,01/01/2013,12.27334875,11.98719907
3,21/01/2013,2013,157,-22.71219525,0.965978823,466,01/01/2013,12.27334875,11.98719907
